ticker,event,domain,won,snapshot_price,n_trades_before_snapshot,staleness_hours,at_floor,n_event_candidates,bucket
KXNEXTTEAMNFL-26KMURRAY-PIT,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.05,831,0.13,False,32,2
KXNEXTTEAMNFL-26KMURRAY-PHI,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,19,2.47,True,32,0
KXNEXTTEAMNFL-26KMURRAY-NYJ,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.04,1688,0.28,False,32,1
KXNEXTTEAMNFL-26KMURRAY-NYG,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,9,171.31,True,32,0
KXNEXTTEAMNFL-26KMURRAY-NO,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,19,17.9,True,32,0
KXNEXTTEAMNFL-26KMURRAY-NE,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.02,2,824.84,True,32,1
KXNEXTTEAMNFL-26KMURRAY-MIN,KXNEXTTEAMNFL-26KMURRAY,Sports,1,0.89,2806,0.07,False,32,8
KXNEXTTEAMNFL-26KMURRAY-MIA,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,506,0.42,True,32,0
KXNEXTTEAMNFL-26KMURRAY-LV,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.02,291,0.2,True,32,1
KXNEXTTEAMNFL-26KMURRAY-LAC,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,3,17.88,True,32,0
KXNEXTTEAMNFL-26KMURRAY-LA,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.04,315,0.3,False,32,1
KXNEXTTEAMNFL-26KMURRAY-KC,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,30,17.94,True,32,0
KXNEXTTEAMNFL-26KMURRAY-JAX,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.02,2,824.84,True,32,1
KXNEXTTEAMNFL-26KMURRAY-IND,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,531,4.21,True,32,0
KXNEXTTEAMNFL-26KMURRAY-HOU,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,57,1.32,True,32,0
KXNEXTTEAMNFL-26KMURRAY-GB,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,29,9.48,True,32,0
KXNEXTTEAMNFL-26KMURRAY-DET,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,9,17.9,True,32,0
KXNEXTTEAMNFL-26KMURRAY-DEN,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,3,173.61,True,32,0
KXNEXTTEAMNFL-26KMURRAY-DAL,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,7,158.82,True,32,0
KXNEXTTEAMNFL-26KMURRAY-CLE,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,223,1.96,True,32,0
KXNEXTTEAMNFL-26KMURRAY-CIN,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,3,27.39,True,32,0
KXNEXTTEAMNFL-26KMURRAY-CHI,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.02,1,824.84,True,32,1
KXNEXTTEAMNFL-26KMURRAY-CAR,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,29,17.94,True,32,0
KXNEXTTEAMNFL-26KMURRAY-BUF,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.03,2,824.84,False,32,1
KXNEXTTEAMNFL-26KMURRAY-BAL,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,12,2.78,True,32,0
KXNEXTTEAMNFL-26KMURRAY-ATL,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,439,1.58,True,32,0
KXNEXTTEAMNFL-26KMURRAY-ARI,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,190,5.65,True,32,0
KXNEXTTEAMNFL-26MEVANS-WAS,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,64,72.52,True,32,0
KXNEXTTEAMNFL-26MEVANS-TEN,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,16,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-TB,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,112,53.12,True,32,0
KXNEXTTEAMNFL-26MEVANS-SF,KXNEXTTEAMNFL-26MEVANS,Sports,1,0.99,76,32.93,False,32,9
KXNEXTTEAMNFL-26MEVANS-SEA,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,15,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-PIT,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,14,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-PHI,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,15,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-NYJ,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,15,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-NYG,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,16,74.42,True,32,0
KXNEXTTEAMNFL-26MEVANS-NO,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,14,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-NE,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,63,72.49,True,32,0
KXNEXTTEAMNFL-26MEVANS-MIN,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,14,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-MIA,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,16,74.1,True,32,0
KXNEXTTEAMNFL-26MEVANS-LV,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,49,72.53,True,32,0
KXNEXTTEAMNFL-26MEVANS-LAC,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,100,68.03,True,32,0
KXNEXTTEAMNFL-26MEVANS-LA,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,16,74.37,True,32,0
KXNEXTTEAMNFL-26MEVANS-KC,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,50,72.52,True,32,0
KXNEXTTEAMNFL-26MEVANS-JAX,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,14,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-IND,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,14,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-HOU,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,37,72.53,True,32,0
KXNEXTTEAMNFL-26MEVANS-GB,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,15,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-DET,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,14,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-DEN,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,47,72.53,True,32,1
KXNEXTTEAMNFL-26MEVANS-DAL,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,14,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-CLE,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.18,18,73.19,False,32,3
KXNEXTTEAMNFL-26MEVANS-CIN,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,14,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-CHI,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,94,71.3,True,32,0
KXNEXTTEAMNFL-26MEVANS-CAR,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,15,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-BUF,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,39,72.54,True,32,1
KXNEXTTEAMNFL-26MEVANS-BAL,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,61,72.52,True,32,0
KXNEXTTEAMNFL-26MEVANS-ATL,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.02,14,74.48,True,32,1
KXNEXTTEAMNFL-26MEVANS-ARI,KXNEXTTEAMNFL-26MEVANS,Sports,0,0.01,11,74.78,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-WAS,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.04,51,7.46,False,32,1
KXNEXTTEAMNFL-26THENDRICKSON-TEN,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,28,5.21,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-TB,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.42,85,3.36,False,32,5
KXNEXTTEAMNFL-26THENDRICKSON-SF,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.05,33,10.8,False,32,2
KXNEXTTEAMNFL-26THENDRICKSON-SEA,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.12,36,0.99,False,32,3
KXNEXTTEAMNFL-26THENDRICKSON-PIT,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-PHI,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.03,42,3.44,False,32,1
KXNEXTTEAMNFL-26THENDRICKSON-NYJ,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-NYG,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-NO,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-NE,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.16,17,7.79,False,32,3
KXNEXTTEAMNFL-26THENDRICKSON-MIN,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-MIA,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-LV,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.02,29,11.21,True,32,1
KXNEXTTEAMNFL-26THENDRICKSON-LAC,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.03,30,7.82,False,32,1
KXNEXTTEAMNFL-26THENDRICKSON-LA,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,23,11.21,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-KC,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-JAX,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-IND,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.21,48,4.47,False,32,4
KXNEXTTEAMNFL-26THENDRICKSON-HOU,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-GB,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.15,39,8.84,False,32,3
KXNEXTTEAMNFL-26THENDRICKSON-DET,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.02,19,4.46,True,32,1
KXNEXTTEAMNFL-26THENDRICKSON-DEN,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-DAL,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.36,485,0.65,False,32,5
KXNEXTTEAMNFL-26THENDRICKSON-CLE,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-CIN,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,19,11.21,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-CHI,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.13,42,0.29,False,32,3
KXNEXTTEAMNFL-26THENDRICKSON-CAR,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-BUF,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.03,18,21.93,False,32,1
KXNEXTTEAMNFL-26THENDRICKSON-BAL,KXNEXTTEAMNFL-26THENDRICKSON,Sports,1,0.02,2,24.23,True,32,1
KXNEXTTEAMNFL-26THENDRICKSON-ATL,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.01,15,23.46,True,32,0
KXNEXTTEAMNFL-26THENDRICKSON-ARI,KXNEXTTEAMNFL-26THENDRICKSON,Sports,0,0.04,16,9.6,False,32,1
KXNEXTTEAMNFL-26TTAGOVAILAO-TEN,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,10,37.01,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-SF,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,17,36.31,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-PIT,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.05,43,12.69,False,25,2
KXNEXTTEAMNFL-26TTAGOVAILAO-PHI,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,8,88.28,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-NYJ,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.14,77,0.71,False,25,3
KXNEXTTEAMNFL-26TTAGOVAILAO-NYG,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,1,114.62,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-NO,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,2,25.0,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-MIN,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.37,47,22.51,False,25,5
KXNEXTTEAMNFL-26TTAGOVAILAO-MIA,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.06,296,4.44,False,25,2
KXNEXTTEAMNFL-26TTAGOVAILAO-LV,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.02,20,0.57,True,25,1
KXNEXTTEAMNFL-26TTAGOVAILAO-LAC,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,9,88.44,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-LA,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.04,59,8.45,False,25,1
KXNEXTTEAMNFL-26TTAGOVAILAO-KC,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,16,27.9,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-JAX,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,1,27.42,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-IND,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.02,30,5.64,True,25,1
KXNEXTTEAMNFL-26TTAGOVAILAO-HOU,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,1,284.22,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-GB,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,13,2.9,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-DAL,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,3,19.29,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-CLE,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.02,12,21.61,True,25,1
KXNEXTTEAMNFL-26TTAGOVAILAO-CIN,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,10,22.51,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-CAR,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,9,88.41,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-BUF,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,4,18.61,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-BAL,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.01,2,243.34,True,25,0
KXNEXTTEAMNFL-26TTAGOVAILAO-ATL,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,1,0.87,369,0.59,False,25,8
KXNEXTTEAMNFL-26TTAGOVAILAO-ARI,KXNEXTTEAMNFL-26TTAGOVAILAO,Sports,0,0.11,89,1.05,False,25,3
KXNJ11SPECIAL2ND-26FEB05-2ND-TWAY,KXNJ11SPECIAL2ND-26FEB05-2ND,Political,0,0.33,185,0.04,False,9,4
KXNJ11SPECIAL2ND-26FEB05-2ND-TMAL,KXNJ11SPECIAL2ND-26FEB05-2ND,Political,1,0.13,12,0.44,False,9,3
KXNJ11SPECIAL2ND-26FEB05-2ND-JSTR,KXNJ11SPECIAL2ND-26FEB05-2ND,Political,0,0.01,11,0.26,True,9,0
KXNJ11SPECIAL2ND-26FEB05-2ND-JGRA,KXNJ11SPECIAL2ND-26FEB05-2ND,Political,0,0.01,2,196.56,True,9,0
KXNJ11SPECIAL2ND-26FEB05-2ND-JCAU,KXNJ11SPECIAL2ND-26FEB05-2ND,Political,0,0.01,2,196.56,True,9,0
KXNJ11SPECIAL2ND-26FEB05-2ND-JBAR,KXNJ11SPECIAL2ND-26FEB05-2ND,Political,0,0.01,3,77.05,True,9,0
KXNJ11SPECIAL2ND-26FEB05-2ND-CCRO,KXNJ11SPECIAL2ND-26FEB05-2ND,Political,0,0.01,2,196.56,True,9,0
KXNJ11SPECIAL2ND-26FEB05-2ND-BGIL,KXNJ11SPECIAL2ND-26FEB05-2ND,Political,0,0.33,122,0.03,False,9,4
KXNJ11SPECIAL2ND-26FEB05-2ND-AMEJ,KXNJ11SPECIAL2ND-26FEB05-2ND,Political,0,0.19,46,0.94,False,9,3
KXNLDFOURTH-25OCT29-4-VVD,KXNLDFOURTH-25OCT29-4,Political,0,0.34,82,98.85,False,5,4
KXNLDFOURTH-25OCT29-4-PVV,KXNLDFOURTH-25OCT29-4,Political,0,0.01,5,99.22,True,5,0
KXNLDFOURTH-25OCT29-4-GLPVDA,KXNLDFOURTH-25OCT29-4,Political,1,0.01,4,99.23,True,5,0
KXNLDFOURTH-25OCT29-4-D66,KXNLDFOURTH-25OCT29-4,Political,0,0.08,94,98.86,False,5,2
KXNLDFOURTH-25OCT29-4-CDA,KXNLDFOURTH-25OCT29-4,Political,0,0.4,79,99.23,False,5,5
KXNLDTHIRD-25OCT29-3-CDA,KXNLDTHIRD-25OCT29-3,Political,0,0.15,97,50.65,False,5,3
KXNLDTHIRD-25OCT29-3-VVD,KXNLDTHIRD-25OCT29-3,Political,1,0.14,21,51.35,False,5,3
KXNLDTHIRD-25OCT29-3-PVV,KXNLDTHIRD-25OCT29-3,Political,0,0.06,24,47.73,False,5,2
KXNLDTHIRD-25OCT29-3-GLPVDA,KXNLDTHIRD-25OCT29-3,Political,0,0.34,78,50.7,False,5,4
KXNLDTHIRD-25OCT29-3-D66,KXNLDTHIRD-25OCT29-3,Political,0,0.21,89,50.82,False,5,4
KXNYGCOACH-26-MLAF,KXNYGCOACH-26,Sports,0,0.02,2,68.18,True,33,1
KXNYGCOACH-26-MALA,KXNYGCOACH-26,Sports,0,0.01,7,33.78,True,33,0
KXNYGCOACH-26-SMCD,KXNYGCOACH-26,Sports,0,0.02,8,99.93,True,33,1
KXNYGCOACH-26-DRIZ,KXNYGCOACH-26,Sports,0,0.01,70,22.61,True,33,0
KXNYGCOACH-26-RMOR,KXNYGCOACH-26,Sports,0,0.01,10,97.39,True,33,0
KXNYGCOACH-26-MNAG,KXNYGCOACH-26,Sports,0,0.01,14,82.91,True,33,0
KXNYGCOACH-26-DWEB,KXNYGCOACH-26,Sports,0,0.01,42,8.99,True,33,0
KXNYGCOACH-26-KSTE,KXNYGCOACH-26,Sports,0,0.01,2146,0.48,True,33,0
KXNYGCOACH-26-MTOM,KXNYGCOACH-26,Sports,0,0.02,392,21.58,True,33,1
KXNYGCOACH-26-VJOS,KXNYGCOACH-26,Sports,0,0.02,340,27.01,True,33,1
KXNYGCOACH-26-MFRE,KXNYGCOACH-26,Sports,0,0.01,1590,0.85,True,33,0
KXNYGCOACH-26-CSHU,KXNYGCOACH-26,Sports,0,0.01,461,13.37,True,33,0
KXNYGCOACH-26-LANA,KXNYGCOACH-26,Sports,0,0.01,342,33.31,True,33,0
KXNYGCOACH-26-APIE,KXNYGCOACH-26,Sports,0,0.01,295,30.83,True,33,0
KXNYGCOACH-26-SSPA,KXNYGCOACH-26,Sports,0,0.01,212,56.7,True,33,0
KXNYGCOACH-26-SSAR,KXNYGCOACH-26,Sports,0,0.01,48,141.48,True,33,0
KXNYGCOACH-26-RSAL,KXNYGCOACH-26,Sports,0,0.01,72,52.77,True,33,0
KXNYGCOACH-26-MMCD,KXNYGCOACH-26,Sports,0,0.01,129,33.86,True,33,0
KXNYGCOACH-26-MMCC,KXNYGCOACH-26,Sports,0,0.01,1155,11.82,True,33,0
KXNYGCOACH-26-MKAF,KXNYGCOACH-26,Sports,0,0.01,264,30.83,True,33,0
KXNYGCOACH-26-LKIF,KXNYGCOACH-26,Sports,0,0.01,79,1.46,True,33,0
KXNYGCOACH-26-KKUB,KXNYGCOACH-26,Sports,0,0.01,453,21.35,True,33,0
KXNYGCOACH-26-KKIN,KXNYGCOACH-26,Sports,0,0.01,537,20.83,True,33,0
KXNYGCOACH-26-JMIN,KXNYGCOACH-26,Sports,0,0.01,289,7.47,True,33,0
KXNYGCOACH-26-JHAR,KXNYGCOACH-26,Sports,1,0.99,5515,0.03,False,33,9
KXNYGCOACH-26-JHAF,KXNYGCOACH-26,Sports,0,0.02,602,21.71,True,33,1
KXNYGCOACH-26-JGRU,KXNYGCOACH-26,Sports,0,0.01,343,33.39,True,33,0
KXNYGCOACH-26-JGAR,KXNYGCOACH-26,Sports,0,0.01,27,51.73,True,33,0
KXNYGCOACH-26-JBRA,KXNYGCOACH-26,Sports,0,0.01,69,7.81,True,33,0
KXNYGCOACH-26-EMAN,KXNYGCOACH-26,Sports,0,0.01,16,246.7,True,33,0
KXNYGCOACH-26-BOBR,KXNYGCOACH-26,Sports,0,0.01,7,199.85,True,33,0
KXNYGCOACH-26-BFLO,KXNYGCOACH-26,Sports,0,0.01,90,17.87,True,33,0
KXNYGCOACH-26-BBEL,KXNYGCOACH-26,Sports,0,0.01,82,34.42,True,33,0
KXNYKCOACH-25-MNORI,KXNYKCOACH-25,Sports,0,0.06,9,3.11,False,11,2
KXNYKCOACH-25-JKIDD,KXNYKCOACH-25,Sports,0,0.07,184,2.24,False,11,2
KXNYKCOACH-25-TLUE,KXNYKCOACH-25,Sports,0,0.01,16,15.05,True,11,0
KXNYKCOACH-25-JBRY,KXNYKCOACH-25,Sports,0,0.12,70,25.64,False,11,3
KXNYKCOACH-25-DHUR,KXNYKCOACH-25,Sports,0,0.18,3,459.91,False,11,3
KXNYKCOACH-25-TJEN,KXNYKCOACH-25,Sports,0,0.24,106,19.66,False,11,4
KXNYKCOACH-25-SCAS,KXNYKCOACH-25,Sports,0,0.02,1,118.7,True,11,1
KXNYKCOACH-25-MMAL,KXNYKCOACH-25,Sports,0,0.02,66,22.0,True,11,1
KXNYKCOACH-25-MDAN,KXNYKCOACH-25,Sports,0,0.02,1,95.52,True,11,1
KXNYKCOACH-25-MBRO,KXNYKCOACH-25,Sports,1,0.58,100,2.24,False,11,6
KXNYKCOACH-25-FVOG,KXNYKCOACH-25,Sports,0,0.02,7,22.08,True,11,1
KXOKSTCOACH-26-AGOL,KXOKSTCOACH-26,Sports,0,0.31,22,0.05,False,10,4
KXOKSTCOACH-26-ZROB,KXOKSTCOACH-26,Sports,0,0.1,57,18.59,False,10,3
KXOKSTCOACH-26-JTRA,KXOKSTCOACH-26,Sports,0,0.08,3,242.83,False,10,2
KXOKSTCOACH-26-JGRU,KXOKSTCOACH-26,Sports,0,0.07,2,62.62,False,10,2
KXOKSTCOACH-26-JFRA,KXOKSTCOACH-26,Sports,0,0.07,1,316.41,False,10,2
KXOKSTCOACH-26-GKIN,KXOKSTCOACH-26,Sports,0,0.11,19,3.5,False,10,3
KXOKSTCOACH-26-EMOR,KXOKSTCOACH-26,Sports,1,0.23,179,17.79,False,10,4
KXOKSTCOACH-26-CKLE,KXOKSTCOACH-26,Sports,0,0.22,61,0.35,False,10,4
KXOKSTCOACH-26-BARB,KXOKSTCOACH-26,Sports,0,0.08,9,71.71,False,10,2
KXOKSTCOACH-26-AKOT,KXOKSTCOACH-26,Sports,0,0.07,1,386.87,False,10,2
KXPSUCOACH-26-MSHU,KXPSUCOACH-26,Sports,0,0.01,68,0.62,True,42,0
KXPSUCOACH-26-JFIS,KXPSUCOACH-26,Sports,0,0.01,33,1.06,True,42,0
KXPSUCOACH-26-MTOM,KXPSUCOACH-26,Sports,0,0.02,75,0.38,True,42,1
KXPSUCOACH-26-MSCA,KXPSUCOACH-26,Sports,0,0.02,77,1.76,True,42,1
KXPSUCOACH-26-MGUN,KXPSUCOACH-26,Sports,0,0.01,42,1.84,True,42,0
KXPSUCOACH-26-WFRI,KXPSUCOACH-26,Sports,0,0.05,78,1.77,False,42,2
KXPSUCOACH-26-MPAT,KXPSUCOACH-26,Sports,0,0.06,96,0.09,False,42,2
KXPSUCOACH-26-KFLO,KXPSUCOACH-26,Sports,0,0.02,50,1.07,True,42,1
KXPSUCOACH-26-GSCH,KXPSUCOACH-26,Sports,0,0.02,46,0.86,True,42,1
KXPSUCOACH-26-JHEU,KXPSUCOACH-26,Sports,0,0.01,344,0.62,True,42,0
KXPSUCOACH-26-BVEN,KXPSUCOACH-26,Sports,0,0.01,54,93.83,True,42,0
KXPSUCOACH-26-SDYK,KXPSUCOACH-26,Sports,0,0.03,108,0.19,False,42,1
KXPSUCOACH-26-LRIL,KXPSUCOACH-26,Sports,0,0.02,886,0.99,True,42,1
KXPSUCOACH-26-KSIT,KXPSUCOACH-26,Sports,0,0.01,9316,1.28,True,42,0
KXPSUCOACH-26-BDAB,KXPSUCOACH-26,Sports,0,0.04,2368,0.01,False,42,1
KXPSUCOACH-26-CLEA,KXPSUCOACH-26,Sports,0,0.01,52,25.22,True,42,0
KXPSUCOACH-26-PFIT,KXPSUCOACH-26,Sports,0,0.01,150,0.43,True,42,0
KXPSUCOACH-26-BCHE,KXPSUCOACH-26,Sports,0,0.01,2380,0.73,True,42,0
KXPSUCOACH-26-BKEL,KXPSUCOACH-26,Sports,0,0.03,350,1.04,False,42,1
KXPSUCOACH-26-NSAB,KXPSUCOACH-26,Sports,0,0.01,22,27.86,True,42,0
KXPSUCOACH-26-JGRU,KXPSUCOACH-26,Sports,0,0.01,136,1.84,True,42,0
KXPSUCOACH-26-MCAM,KXPSUCOACH-26,Sports,1,0.41,982,0.0,False,42,5
KXPSUCOACH-26-DMUL,KXPSUCOACH-26,Sports,0,0.04,197,1.66,False,42,1
KXPSUCOACH-26-FBRO,KXPSUCOACH-26,Sports,0,0.01,47,28.78,True,42,0
KXPSUCOACH-26-KDEB,KXPSUCOACH-26,Sports,0,0.03,2656,0.17,False,42,1
KXPSUCOACH-26-TSMI,KXPSUCOACH-26,Sports,0,0.23,2768,0.02,False,42,4
KXPSUCOACH-26-JBRO,KXPSUCOACH-26,Sports,0,0.02,2557,0.2,True,42,1
KXPSUCOACH-26-EDRI,KXPSUCOACH-26,Sports,0,0.01,913,4.73,True,42,0
